label,id,part,repeat,filepath
1,piece_9,0,-1,phrases/arousal/Goldeneye_FacilityX_0.mid
0,piece_11,0,-1,phrases/arousal/Legend_Of_Zelda_The_Majoras_Mask_TheMayorsOffice_0.mid
1,piece_12,0,-1,phrases/arousal/Goldeneye_RunwayX_0.mid
1,piece_13,0,-1,phrases/arousal/BanjoKazooie_BoggysIglooHappy_0.mid
0,piece_14,0,-1,phrases/arousal/Super_Mario_World_EndingTheme_0.mid
1,piece_15,0,-1,phrases/arousal/Super_Mario_World_Castle_0.mid
1,piece_16,0,-1,phrases/arousal/Goldeneye_Caverns_0.mid
0,piece_17,0,-1,phrases/arousal/Final_Fantasy_7_OnThatDay5YearsAgo_0.mid
0,piece_18,0,-1,phrases/arousal/Legend_Of_Zelda_The_Majoras_Mask_SongOfHealing_0.mid
1,piece_19,0,-1,phrases/arousal/BanjoKazooie_Motzhand_0.mid
1,piece_20,0,-1,phrases/arousal/Legend_Of_Zelda_The_Ocarina_Of_Time_SariasSong_0.mid
1,piece_21,0,-1,phrases/arousal/Tetris_EnterYourName_0.mid
1,piece_22,0,-1,phrases/arousal/BanjoKazooie_ClickClockWood_0.mid
1,piece_23,0,-1,phrases/arousal/Legend_Of_Zelda_The_Ocarina_Of_Time_OwlsTheme_0.mid
1,piece_24,0,-1,phrases/arousal/Super_Mario_World_TitleScreen_0.mid
0,piece_25,0,-1,phrases/arousal/Final_Fantasy_7_TrailofBlood_0.mid
0,piece_26,0,-1,phrases/arousal/Final_Fantasy_7_SandyBadlands_0.mid
1,piece_27,0,-1,phrases/arousal/Legend_Of_Zelda_The_Ocarina_Of_Time_GerudoValley_0.mid
0,piece_28,0,-1,phrases/arousal/Final_Fantasy_7_LifeStream_0.mid
1,piece_29,0,-1,phrases/arousal/BanjoKazooie_BubblegloopSwamp_0.mid
1,piece_30,0,-1,phrases/arousal/Final_Fantasy_7_JenovaAbsolute_0.mid
0,piece_31,0,-1,phrases/arousal/Legend_Of_Zelda_The_Ocarina_of_Time_TempleofTime_0.mid
0,piece_32,0,-1,phrases/arousal/Legend_Of_Zelda_The_Ocarina_Of_Time_WindmillHut_0.mid
0,piece_33,0,-1,phrases/arousal/Legend_Of_Zelda_The_Ocarina_Of_Time_PreludeofLight_0.mid
0,piece_34,0,-1,phrases/arousal/Shadow_of_the_Colossus_TheFarthestLand_0.mid
1,piece_35,0,-1,phrases/arousal/Super_Mario_64_KoopasTheme_0.mid
1,piece_36,0,-1,phrases/arousal/Final_Fantasy_7_MiningTown_0.mid
0,piece_37,0,-1,phrases/arousal/Final_Fantasy_7_AerithsTheme_0.mid
1,piece_38,0,-1,phrases/arousal/Super_Mario_Bros_MainTheme_0.mid
0,piece_39,0,-1,phrases/arousal/Final_Fantasy_7_MarkoftheTraitor_0.mid
1,piece_40,0,-1,phrases/arousal/Super_Mario_Bros_Underworld_0.mid
0,piece_41,0,-1,phrases/arousal/Final_Fantasy_7_Tifa_0.mid
1,piece_42,0,-1,phrases/arousal/Final_Fantasy_7_WeaponRaid_0.mid
1,piece_43,0,-1,phrases/arousal/Final_Fantasy_7_AHighwindtakestotheSkies_0.mid
1,piece_44,0,-1,phrases/arousal/Final_Fantasy_7_ChasingTheBlackCapedMan_0.mid
0,piece_45,0,-1,phrases/arousal/Final_Fantasy_7_CostaDelSol_0.mid
0,piece_46,0,-1,phrases/arousal/Shadow_of_the_Colossus_TheTaleofthe16Sacrifices_0.mid
1,piece_47,0,-1,phrases/arousal/Legend_Of_Zelda_The_Ocarina_Of_Time_InsideJabuJabusBelly_0.mid
1,piece_48,0,-1,phrases/arousal/Final_Fantasy_7_ItsDifficultToStandOnBothFeetIsntIt_0.mid
1,piece_49,0,-1,phrases/arousal/Super_Mario_World_Overworld2_0.mid
0,piece_50,0,-1,phrases/arousal/Goldeneye_Statue_0.mid
1,piece_51,0,-1,phrases/arousal/BanjoKazooie_MumbosMountain_0.mid
0,piece_52,0,-1,phrases/arousal/Shadow_of_the_Colossus_Prayer_0.mid
0,piece_53,0,-1,phrases/arousal/Legend_Of_Zelda_The_Majoras_Mask_StoneTowerTempleInverted_0.mid
0,piece_54,0,-1,phrases/arousal/Final_Fantasy_7_WhoAreYou_0.mid
1,piece_55,0,-1,phrases/arousal/Final_Fantasy_7_ThoseChosenBythePlanet_0.mid
1,piece_56,0,-1,phrases/arousal/Final_Fantasy_7_VincentsTheme_0.mid
1,piece_57,0,-1,phrases/arousal/Final_Fantasy_7_WaltzdeChocobo_0.mid
1,piece_58,0,-1,phrases/arousal/Legend_Of_Zelda_The_Ocarina_Of_Time_HyruleCastleTown_0.mid
1,piece_59,0,-1,phrases/arousal/Final_Fantasy_7_GoldSaucer_0.mid
1,piece_60,0,-1,phrases/arousal/Super_Mario_World_Overworld_0.mid
1,piece_61,0,-1,phrases/arousal/Tetris_MusicA_0.mid
1,piece_62,0,-1,phrases/arousal/Legend_Of_Zelda_The_Majoras_Mask_ClockTown_0.mid
1,piece_63,0,-1,phrases/arousal/Final_Fantasy_7_JudgementDay_0.mid
1,piece_64,0,-1,phrases/arousal/Legend_Of_Zelda_The_Ocarina_Of_Time_KokiriForest_0.mid
1,piece_65,0,-1,phrases/arousal/Legend_Of_Zelda_The_Ocarina_Of_Time_GoronCity_0.mid
1,piece_67,0,-1,phrases/arousal/Goldeneye_Runway_0.mid
0,piece_68,0,-1,phrases/arousal/Legend_Of_Zelda_The_Majoras_Mask_CremiasWagonRide_0.mid
0,piece_69,0,-1,phrases/arousal/Donkey_Kong_Country_2_BayouBoogie_0.mid
1,piece_70,0,-1,phrases/arousal/Shadow_of_the_Colossus_TheOpenedWay_0.mid
1,piece_71,0,-1,phrases/arousal/Goldeneye_Frigate_0.mid
0,piece_72,0,-1,phrases/arousal/Final_Fantasy_7_Overworld_0.mid
0,piece_73,0,-1,phrases/arousal/BanjoKazooie_BoggysIglooSad_0.mid
0,piece_74,0,-1,phrases/arousal/Super_Mario_64_SelectaFile_0.mid
1,piece_75,0,-1,phrases/arousal/Super_Mario_World_ForestofIllusion_0.mid
1,piece_76,0,-1,phrases/arousal/Goldeneye_Dam_0.mid
0,piece_77,0,-1,phrases/arousal/Final_Fantasy_7_AnxiousHeart_0.mid
0,piece_78,0,-1,phrases/arousal/Super_Mario_Bros_Underwater_0.mid
1,piece_79,0,-1,phrases/arousal/BanjoKazooie_FreezeezyPeak_0.mid
1,piece_80,0,-1,phrases/arousal/Legend_Of_Zelda_The_Majoras_Mask_ChaseTheme_0.mid
1,piece_81,0,-1,phrases/arousal/Donkey_Kong_Country_2_HotHeadBop_0.mid
1,piece_82,0,-1,phrases/arousal/Final_Fantasy_7_FortressoftheCondor_0.mid
1,piece_83,0,-1,phrases/arousal/Donkey_Kong_Country_2_SnakeyChantey_0.mid
0,piece_84,0,-1,phrases/arousal/Legend_Of_Zelda_The_Ocarina_Of_Time_LostWoods_0.mid
1,piece_85,0,-1,phrases/arousal/Final_Fantasy_7_CincodeChocobo_0.mid
1,piece_86,0,-1,phrases/arousal/Donkey_Kong_Country_2_JibJig_0.mid
0,piece_87,0,-1,phrases/arousal/Legend_Of_Zelda_The_Ocarina_Of_Time_Introduction_0.mid
1,piece_88,0,-1,phrases/arousal/Final_Fantasy_7_TheNightmareBegins_0.mid
1,piece_89,0,-1,phrases/arousal/Final_Fantasy_7_RufussWelcomingCeremony_0.mid
0,piece_90,0,-1,phrases/arousal/Shadow_of_the_Colossus_Memories_0.mid
1,piece_91,0,-1,phrases/arousal/BanjoKazooie_GobisValley_0.mid
0,piece_92,0,-1,phrases/arousal/Final_Fantasy_7_GreatWarrior_0.mid
1,piece_93,0,-1,phrases/arousal/BanjoKazooie_MadMonsterMansion_0.mid
0,piece_94,0,-1,phrases/arousal/Legend_Of_Zelda_The_Majoras_Mask_StoneTempleTower_0.mid
0,piece_95,0,-1,phrases/arousal/Dragon_Warrior_Castle_Theme_0.mid
1,piece_96,0,-1,phrases/arousal/Star_Fox_Venom_0.mid
0,piece_97,0,-1,phrases/arousal/Battle_of_Olympus_OrpheusJourneyArranged_0.mid
0,piece_98,0,-1,phrases/arousal/Xenogears_BondsofSeaandFire_0.mid
1,piece_99,0,-1,phrases/arousal/BanjoTooie_ChillyWillyChilliBilli_0.mid
0,piece_100,0,-1,phrases/arousal/Chrono_Trigger_SecretoftheForest_0.mid
0,piece_101,0,-1,phrases/arousal/Xenogears_TheWoundedShallAdvanceIntotheLight_0.mid
0,piece_102,0,-1,phrases/arousal/BanjoTooie_SpiralMountain_0.mid
1,piece_103,0,-1,phrases/arousal/Final_Fantasy_7_CosmoCanyon_0.mid
1,piece_104,0,-1,phrases/arousal/Age_of_Empires_Title_Theme_0.mid
0,piece_105,0,-1,phrases/arousal/Battle_of_Olympus_APrayertoZeus_0.mid
